5659	等級	字行	詞性	韓文	中文	韓文片語	中文解釋	字源	拼寫	2	大	中	小	小小	順序	大中分類	大中小分類	日文	選項2	選項3	選項4
	中級	ㅅ	名詞	세트	一套	[세트]로 구입하다	「配套」購買	set	V		食	用餐				食_用餐	食_用餐_	セット set 	襯衫	感想	相親
	初級	ㅅ	名詞	센터	中心	쇼핑 [센터]	購物「中心」	center	V		基本	地方	方位			基本_地方	基本_地方_方位		牛	介紹	牛肉
	中級	ㅅ	依存名詞	센티	公分	1 [센티]	1「厘米」	centi	V		基本	數字	量詞	距離	3	基本_數字	基本_數字_量詞		公尺	公斤	公克
	初級	ㅅ	依存名詞	센티미터	公分	[센티미터]	厘米	centimeter	V		基本	數字	量詞	距離	2	基本_數字	基本_數字_量詞	センチメートル 	牛	介紹	牛肉
	基本	ㅅ	數詞	셋	三	[셋]	三（韓文固有原型）		V		基本	數字	純數	韓文固有	5	基本_數字	基本_數字_純數		二十	三四個	五
	初級	ㅅ	數詞·冠形詞/名詞	셋째	第三	[셋째]	第三		V		基本	數字	順序	第幾	3	基本_數字	基本_數字_順序	第3、第三 	第二十	第九	第八
	中級	ㅅ	名詞	셔츠	襯衫	[셔츠]를 입다	穿「襯衫」		V		衣	服飾				衣_服飾	衣_服飾_	シャツ 	感想	相親	小規模
	初級	ㅅ	名詞	소	牛	[소]:동물	牛		V		自然	動物				自然_動物	自然_動物_	牛 	介紹	牛肉	鹽
	中級	ㅅ	助詞	소-	小	[소]규모	「小」規模		V		文法	狀態與轉折	依存名詞			文法_狀態與轉折	文法_狀態與轉折_依存名詞		大	有	無
	中級	ㅅ	名詞	소감	感想	[소감]을 말하다	說「感想」	所感	V		育	教學				育_教學	育_教學_		相親	小規模	小劇場
	初級	ㅅ	名詞	소개	介紹	직업 [소개]	職業「介紹」		V		樂	人際				樂_人際	樂_人際_		牛肉	鹽	聲音
	中級	ㅅ	名詞	소개팅	相親	[소개팅]에서 만나다	在「相親」見面		V		樂	人際	戀愛結婚			樂_人際	樂_人際_戀愛結婚	合コン 	小規模	小劇場	鹽水
	初級	ㅅ	名詞	소고기	牛肉	[소고기]를 먹다	吃「牛肉」		V		食	食物	正餐			食_食物	食_食物_正餐	牛肉 	鹽	聲音	小說
	中級	ㅅ	名詞	소규모	小規模	[소규모] 집단	「小規模」集團		V		樂	人際	個人團體			樂_人際	樂_人際_個人團體		小劇場	鹽水	陣雨
	中級	ㅅ	名詞	소극장	小劇場	[소극장]에서 공연하다	在「小劇場」公演		V		樂	娛樂				樂_娛樂	樂_娛樂_	小劇場 	鹽水	陣雨	松樹
	中級	ㅅ	冠形詞	소극적	消極的	[소극적] 성격	「消極的」性格		V		人	個性	外向			人_個性	人_個性_外向	消極的 	大約	任何	什麼
新視4_1_01_1	高級	ㅅ		소극적이다	消極型的						人	個性	外向			人_個性	人_個性_外向				
	初級	ㅅ	名詞	소금	鹽	[소금]이 짜다	「鹽」很鹹		V		食	料理	調味料			食_料理	食_料理_調味料	塩 	聲音	小說	消息
	中級	ㅅ	名詞	소금물	鹽水	[소금물]에 절이다	用「鹽水」醃		V		食	料理	調味料			食_料理	食_料理_調味料		陣雨	松樹	姑娘
	中級	ㅅ	名詞	소나기	陣雨	[소나기]가 내리다	下「陣雨」		V		自然	天氣				自然_天氣	自然_天氣_	にわか雨、夕立 	松樹	姑娘	少年
	中級	ㅅ	名詞	소나무	松樹	[소나무]가 무성하다	「松樹」茂盛		V		自然	植物				自然_植物	自然_植物_	松（まつ） 	姑娘	少年	消毒
	中級	ㅅ	名詞	소녀	姑娘	어린  [소녀]	小「姑娘」		V		人	生老病死				人_生老病死	人_生老病死_	少女 	少年	消毒	消毒藥
	中級	ㅅ	名詞	소년	少年	[소년] 시절	「少年」時期	少年	V		人	稱呼				人_稱呼	人_稱呼_	少年 	消毒	消毒藥	收入
	中級	ㅅ	名詞	소독	消毒	상처 [소독]	傷口「消痛」		V		人	健康				人_健康	人_健康_	消毒 	消毒藥	收入	願望
	中級	ㅅ	名詞	소독약	消毒藥	[소독약]을 바르다	塗「消毒水」		V		人	健康				人_健康	人_健康_	消毒薬 	收入	願望	袖子
	中級	ㅅ	名詞	소득	收入	[소득]이 많다	「收入」很多		V		國家	世界	經濟			國家_世界	國家_世界_經濟	所得 	願望	袖子	謠言
	初級	ㅅ	名詞	소리	聲音	[소리]가 나다	發出「聲音」		V		自然	形體				自然_形體	自然_形體_		小說	消息	燒酒
	中級	ㅅ	動詞	소리치다	吆喝	크게 [소리치다]	大聲「吆喝」		V		人	動作	口			人_動作	人_動作_口		傳聞	受騙	欺騙
	中級	ㅅ	名詞	소망	願望	[소망]을 이루다	完成「願望」	所望	V		人	思想	決心			人_思想	人_思想_決心		袖子	謠言	消防隊員
	中級	ㅅ	名詞	소매	袖子	[소매]가 길다	「袖子」長		V		衣	服飾				衣_服飾	衣_服飾_	小売 	謠言	消防隊員	消防局
	中級	ㅅ	名詞	소문	謠言	[소문]이 돌다	「謠言」四起	所聞	V		育	情報				育_情報	育_情報_		消防隊員	消防局	消防車
	中級	ㅅ	動詞	소문나다	傳聞	사업가로 [소문나다]	以企業家「聞名」	所聞	V		育	情報				育_情報	育_情報_		受騙	欺騙	屬於
	中級	ㅅ	名詞	소방관	消防隊員	[소방관]이 출동하다	「消防隊員」出動		V		人	職業				人_職業	人_職業_	消防官 	消防局	消防車	小便
	中級	ㅅ	名詞	소방서	消防局	[소방서]에 신고하다	向「消防局」申告		V		自然	天氣	災害			自然_天氣	自然_天氣_災害	消防署 	消防車	小便	消費
	中級	ㅅ	名詞	소방차	消防車	[소방차]가 출동하다	「消防車」出動		V		國家	行政				國家_行政	國家_行政_	消防車 	小便	消費	消費者
	中級	ㅅ	名詞	소변	小便	[소변]이 마렵다	想「小便」		V		人	身體				人_身體	人_身體_	小便 	消費	消費者	小說家
	中級	ㅅ	名詞	소비	消費	[소비]가 늘다	「消費」增加		V		育	工作	交易			育_工作	育_工作_交易	消費 	消費者	小說家	小說
	中級	ㅅ	名詞	소비자	消費者	[소비자] 물가	「消費者」物價		V		育	工作	交易			育_工作	育_工作_交易	消費者 	小說家	小說	少數
	初級	ㅅ	名詞	소설	小說	[소설]:고전 소설	古典「小說」		V		樂	娛樂	藝術			樂_娛樂	樂_娛樂_藝術	小雪 	消息	燒酒	沙發
	中級	ㅅ	名詞	소설가	小說家	[소설가]로 알려지다	以「小說家」聞名		V		人	職業				人_職業	人_職業_	小説家 	小說	少數	醬
	中級	ㅅ	名詞	소설책	小說	[소설책]을 읽다	看「小說」	小說書	V		樂	娛樂	藝術			樂_娛樂	樂_娛樂_藝術	小説の本 	少數	醬	香腸
	中級	ㅅ	名詞	소수	少數	[소수]에 불과하다	只是「少數」		V		育	教學				育_教學	育_教學_	素数 	醬	香腸	兒科
	中級	ㅅ	名詞	소스	醬	[소스]를 뿌리다	淋「醬」		V		食	料理	調味料			食_料理	食_料理_調味料	ソース 	香腸	兒科	需要
	中級	ㅅ	名詞	소시지	香腸	[소시지]를 먹다	吃「香腸」		V		食	食物	正餐			食_食物	食_食物_正餐	ソーセージ 	兒科	需要	用處
	初級	ㅅ	名詞	소식	消息	[소식]을 듣다	聽「消息」		V		育	情報				育_情報	育_情報_	少食 	燒酒	沙發	包裹
新視4_1_01_1	高級	ㅅ		소심하다	小心的						人	個性				人_個性	人_個性_	気が小さい、小心だ 			
	中級	ㅅ	名詞	소아과	兒科	[소아과]에서 진찰 받다	去「小兒科」檢查		V		人	健康				人_健康	人_健康_	小児科 	需要	用處	希望
	中級	ㅅ	名詞	소요	需要	[소요] 시간	「所需」時間	所要	V		育	工作	交易			育_工作	育_工作_交易		用處	希望	擁有
	中級	ㅅ	名詞	소용	用處	[소용]이 없다	沒有「用處」	所用	V		育	工作	交易			育_工作	育_工作_交易		希望	擁有	噪音
	中級	ㅅ	形容詞	소용없다	沒用	아무 [소용없다]	非常「沒用」		V		人	評價				人_評價	人_評價_	無駄だ 	疏忽	受傷	簡單
新視4_1_02_1	高級	ㅅ		소용이 없다	沒什麼用			所用이 없다			樂	人際	男女差異			樂_人際	樂_人際_男女差異				
	中級	ㅅ	名詞	소원	希望	[소원]을 빌다	許「願」	所願	V		育	工作	交易			育_工作	育_工作_交易		擁有	噪音	素材
	中級	ㅅ	名詞	소유	擁有	개인 [소유]	個人「所有」		V		育	工作	交易			育_工作	育_工作_交易		噪音	素材	隨身物品
	中級	ㅅ	名詞	소음	噪音	[소음]을 줄이다	減少「噪音」		V		自然	天地				自然_天地	自然_天地_	騒音 	素材	隨身物品	小型
	中級	ㅅ	名詞	소재	素材	[소재]로 삼다	當作「素材」	素材	V		育	工作	物質			育_工作	育_工作_物質		隨身物品	小型	消化
	初級	ㅅ	名詞	소주	燒酒	[소주]를 마시다	喝「燒酒」		V		食	食物	飲料			食_食物	食_食物_飲料	焼酎 	沙發	包裹	野餐
新視4_1_01_1	高級	ㅅ		소줌함	重要性			所重함			人	個性	自我介紹			人_個性	人_個性_自我介紹				
	初級	ㅅ	形容詞	소중하다	寶貴	친구가 [소중하다]	朋友「很寶貴」		V		人	評價				人_評價	人_評價_		簡單	悲傷	吵雜
	中級	ㅅ	副詞	소중히	珍惜	[소중히] 여기다	「珍」惜	所重	V		人	感覺				人_感覺	人_感覺_		老實說	頻繁地	無數
	中級	ㅅ	名詞	소지품	隨身物品	[소지품]을 보관하다	保管「隨身物品」	所持品	V		樂	娛樂	旅遊			樂_娛樂	樂_娛樂_旅遊	所持品 	小型	消化	睫毛
	初級	ㅅ	名詞	소파	沙發	[소파]	沙發		V		住	用品	家具			住_用品	住_用品_家具	ソファー 	包裹	野餐	消化藥
	初級	ㅅ	名詞	소포	包裹	[소포] 우편	郵寄包裹		V		育	工作	交易			育_工作	育_工作_交易	小包 	野餐	消化藥	裡
	初級	ㅅ	名詞	소풍	野餐	[소풍]을 가다	去「野餐」		V		樂	娛樂	愛好			樂_娛樂	樂_娛樂_愛好	遠足 	消化藥	裡	速度
	中級	ㅅ	名詞	소형	小型	[소형] 자동차	「小型」汽車		V		樣態	份量	大小	進行		樣態_份量	樣態_份量_進行	小形 	消化	睫毛	諺語
	中級	ㅅ	形容詞	소홀하다	疏忽	일에 [소홀하다]	「疏於」工作	疏忽	V		育	工作				育_工作	育_工作_		受傷	簡單	誠實的
	中級	ㅅ	名詞	소화	消化	[소화]를 돕다	幫助「消化」		V		人	身體				人_身體	人_身體_		睫毛	諺語	內心話
	初級	ㅅ	名詞	소화제	消化藥	[소화제]:약	消化藥		V		人	健康				人_健康	人_健康_		裡	速度	內衣
	初級	ㅅ	名詞	속	裡	주머니 [속]	口袋「裡」		V		基本	地方	方位			基本_地方	基本_地方_方位	中 	速度	內衣	手
	中級	ㅅ	名詞	속눈썹	睫毛	[속눈썹]이 길다	「睫毛」長		V		人	身體				人_身體	人_身體_	まつ毛 	諺語	內心話	手提包
	中級	ㅅ	動詞	속다	受騙	거짓말에 [속다]	被謊言「騙」		V		國家	法律				國家_法律	國家_法律_		欺騙	屬於	牽手
	中級	ㅅ		속다-속이다	被騙-騙人				V	#N/A	文法	狀態與轉折	詞性改變	使動		文法_使動	文法_使動_詞性改變				
	中級	ㅅ	名詞	속담	諺語	[속담]을 인용하다	引用「諺語」		V		育	教學	語言			育_教學	育_教學_語言		內心話	手提包	援手
	初級	ㅅ	名詞	속도	速度	[속도]가 빠르다	「速度」很快	速度	V		行	方法	工具			行_方法	行_方法_工具		內衣	手	手指
	中級	ㅅ	名詞	속마음	內心話	[속마음]을 털어 놓다	吐露「心聲」		V		人	感覺				人_感覺	人_感覺_	本音 	手提包	援手	指尖
	中級	ㅅ	形容詞	속상하다	受傷	마음이 [속상하다]	「傷」心		V		人	感覺				人_感覺	人_感覺_	心が病んで気持ちが沈むこと 	簡單	誠實的	很多的
	初級	ㅅ	名詞	속옷	內衣	[속옷]을 입다	穿「內衣」		V		衣	服飾				衣_服飾	衣_服飾_	下着 	手	手指	孫女
	中級	ㅅ	動詞	속이다	欺騙	친구를 [속이다]	「欺騙」朋友		V		人	動作	身體			人_動作	人_動作_身體		屬於	牽手	飛漲
	中級	ㅅ	動詞	속하다	屬於	모임에 [속하다]	屬於「團體」		V		人	動作	身體			人_動作	人_動作_身體		牽手	飛漲	低
	初級	ㅅ	名詞	손	手	[손]	手		V		人	身體				人_身體	人_身體_	手 	手指	孫女	客人
	初級	ㅅ	名詞	손가락	手指	[손가락]	手指		V		人	身體				人_身體	人_身體_	指 	孫女	客人	手掌
	中級	ㅅ	名詞	손가방	手提包	[손가방]을 들다	提「手提包」	手가방	V		衣	服飾	包包			衣_服飾	衣_服飾_包包		援手	指尖	手背
	中級	ㅅ	名詞	손길	援手	[손길]을 내밀다	伸出「援手」		V		國家	行政	救助			國家_行政	國家_行政_救助		指尖	手背	手腕
	中級	ㅅ	名詞	손끝	指尖	[손끝]에 닿다	觸及「指尖」		V		人	身體				人_身體	人_身體_	指先、手先 	手背	手腕	手錶
	初級	ㅅ	名詞	손녀	孫女	[손녀]를 돌보다	照顧「孫女」		V		人	家族				人_家族	人_家族_	孫娘 	客人	手掌	手帕
	初級	ㅅ	名詞	손님	客人	[손님]이 없다	沒有「客人」		V		人	稱呼				人_稱呼	人_稱呼_	お客様、お客さん 	手掌	手帕	松餅
	中級	ㅅ	名詞	손등	手背	[손등]으로 닦다	用「手背」擦		V		人	身體				人_身體	人_身體_	手の甲 	手腕	手錶	手腳
	中級	ㅅ	名詞	손목	手腕	[손목]에 시계를 차다	在「手腕」戴錶		V		人	身體				人_身體	人_身體_	手首 	手錶	手腳	拍手
	中級	ㅅ	名詞	손목시계	手錶	[손목시계]를 차다	戴「手錶」		V		衣	服飾				衣_服飾	衣_服飾_	腕時計 	手腳	拍手	孫子
	初級	ㅅ	名詞	손바닥	手掌	[손바닥]	手掌		V		人	身體				人_身體	人_身體_	手のひら 	手帕	松餅	購物
	中級	ㅅ	名詞	손발	手腳	[손발]이 저리다	「手腳」發麻		V		人	身體				人_身體	人_身體_	手足 	拍手	孫子	扶手
	中級	ㅅ	名詞	손뼉	拍手	[손뼉]을 치다	拍手		V		人	身體				人_身體	人_身體_	手のひら 	孫子	扶手	修整
	初級	ㅅ	名詞	손수건	手帕	[손수건]:으로 닦다	用「手帕」擦		V		衣	服飾				衣_服飾	衣_服飾_	ハンカチ 	松餅	購物	數字
	中級	ㅅ	形容詞	손쉽다	簡單	[손쉽게] 끝내다	「輕而易舉」結束		V		人	感覺	難易			人_感覺	人_感覺_難易		誠實的	很多的	純真
	高級	ㅅ		손실	損失					#N/A	育	工作	選擇			育_工作	育_工作_選擇	損失 			
	中級	ㅅ	名詞	손자	孫子	[손자]를 돌보다	照顧「孫子」		V		人	家族				人_家族	人_家族_	孫息子 	扶手	修整	指甲
	中級	ㅅ	動詞	손잡다	牽手	서로 [손잡다]	互相「牽手」		V		人	動作	手			人_動作	人_動作_手		飛漲	低	隱藏
	中級	ㅅ	名詞	손잡이	扶手	[손잡이]를 잡다	緊握「扶手」		V		行	方法	工具			行_方法	行_方法_工具	手すり、ドアノブ、取って 	修整	指甲	損害
	中級	ㅅ	名詞	손질	修整	머리 [손질]	「修剪」頭髮		V		樣態	機能				樣態_機能	樣態_機能_		指甲	損害	手藝
	中級	ㅅ	名詞	손톱	指甲	[손톱]을 깎다	剪「指甲」		V		人	身體				人_身體	人_身體_	手の爪 	損害	手藝	歡送會
	中級	ㅅ	名詞	손해	損害	[손해]를 입히다	遭受「損害」		V		育	工作	對錯成敗			育_工作	育_工作_對錯成敗		手藝	歡送會	小牛
	中級	ㅅ	形容詞	솔직하다	誠實的	성격이 [솔직하다]	性格「誠實」	率直	V		人	個性	真誠			人_個性	人_個性_真誠	率直だ 	很多的	純真	說謊
	中級	ㅅ	副詞	솔직히	老實說	[솔직히] 말하다	「老實」說	率直	V		人	個性	真誠			人_個性	人_個性_真誠		頻繁地	無數	迅速地
	中級	ㅅ	名詞	솜씨	手藝	[솜씨]가 좋다	「手藝」好		V		人	評價				人_評價	人_評價_		歡送會	小牛	松茸
	中級	ㅅ	動詞	솟다	飛漲	물가가 [솟다]	物價「飛漲」		V		基本	數字	圖表			基本_數字	基本_數字_圖表		低	隱藏	躲
新視4_2_2	高級			송금받다	接受寄錢					#N/A	住	支出	家計			住_支出	住_支出_家計				
	中級	ㅅ	名詞	송별회	歡送會	[송별회]를 열다	舉辦「歡送會」		V		樂	人際				樂_人際	樂_人際_	送別会 	小牛	松茸	鐵銹
	中級	ㅅ	名詞	송아지	小牛	[송아지]를 키우다	養「小牛」		V		自然	動物				自然_動物	自然_動物_		松茸	鐵銹	牛肉
	中級	ㅅ	名詞	송이	松茸	[송이]가 맺히다	結「松茸」		V		自然	植物				自然_植物	自然_植物_	輪 	鐵銹	牛肉	表演
	初級	ㅅ	名詞	송편	松餅	[송편]:음식	松餅		V		食	食物	點心			食_食物	食_食物_點心	半月型の餅、秋夕（チュソク）に食べる。 	購物	數字	毛巾
	中級	ㅅ	名詞	쇠	鐵銹	[쇠]가 녹슬다	生「銹」		V		育	工作	物質			育_工作	育_工作_物質	鉄 	牛肉	表演	購物中心
	中級	ㅅ	名詞	쇠고기	牛肉	[쇠고기]를 굽다	烤「牛肉」		V		食	食物	主餐			食_食物	食_食物_主餐		豬肉	魚肉	羊肉
	高級	ㅅ		쇠약하다	衰弱						人	身體	健康			人_身體	人_身體_健康				
	中級	ㅅ	名詞	쇼	表演	[쇼]를 보다	看「表演」	show	V		樂	娛樂	歌舞			樂_娛樂	樂_娛樂_歌舞		修	購物中心	水：星期三
	初級	ㅅ	名詞	쇼핑	購物	[쇼핑]을 가다	去「購物」		V		住	支出	購物			住_支出	住_支出_購物	ショッピング、買い物 	數字	毛巾	辛苦
	中級	ㅅ	名詞	쇼핑몰	購物中心	[쇼핑몰]을 운영하다	經營「購物中心」		V		住	支出	購物			住_支出	住_支出_購物	ショッピングモール 	購買	水：星期三	很多年
	中級	ㅅ	名詞	쇼핑센터	購物中心	[쇼핑센터]에서 사다	在「購物中心」買		V		住	支出	購物			住_支出	住_支出_購物	ショッピングセンター 	水：星期三	很多年	嘮叨
